sample_name,library_index,read_in_pair,path
JustinHN_2212_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2212_BL/2212_BL_R2.fastq.gz
JustinHN_2238_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2238_BL/2238_BL_R1.fastq.gz
JustinHN_2238_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2238_BL/2238_BL_R2.fastq.gz
JustinHN_2263_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2263_BL/2263_BL_R1.fastq.gz
JustinHN_2263_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2263_BL/2263_BL_R2.fastq.gz
JustinHN_2267_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2267_BL/2267_BL_R1.fastq.gz
JustinHN_2267_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2267_BL/2267_BL_R2.fastq.gz
JustinHN_2276_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2276_BL/2276_BL_R1.fastq.gz
JustinHN_2276_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2276_BL/2276_BL_R2.fastq.gz
JustinHN_2291_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2291_BL/2291_BL_R1.fastq.gz
JustinHN_2291_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2291_BL/2291_BL_R2.fastq.gz
JustinHN_2298_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2298_BL/2298_BL_R1.fastq.gz
JustinHN_2298_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2298_BL/2298_BL_R2.fastq.gz
JustinHN_2300_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2300_BL/2300_BL_R1.fastq.gz
JustinHN_2300_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2300_BL/2300_BL_R2.fastq.gz
JustinHN_2308_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2308_BL/2308_BL_R1.fastq.gz
JustinHN_2308_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2308_BL/2308_BL_R2.fastq.gz
JustinHN_2319_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2319_BL/2319_BL_R1.fastq.gz
JustinHN_2319_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2319_BL/2319_BL_R2.fastq.gz
JustinHN_2328_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2328_BL/2328_BL_R1.fastq.gz
JustinHN_2328_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2328_BL/2328_BL_R2.fastq.gz
JustinHN_2332_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2332_BL/2332_BL_R1.fastq.gz
JustinHN_2332_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2332_BL/2332_BL_R2.fastq.gz
JustinHN_2339_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2339_BL/2339_BL_R1.fastq.gz
JustinHN_2339_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2339_BL/2339_BL_R2.fastq.gz
JustinHN_2353_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2353_BL/2353_BL_R1.fastq.gz
JustinHN_2353_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2353_BL/2353_BL_R2.fastq.gz
JustinHN_2378_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2378_BL/2378_BL_R1.fastq.gz
JustinHN_2378_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2378_BL/2378_BL_R2.fastq.gz
JustinHN_2399_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2399_BL/2399_BL_R1.fastq.gz
JustinHN_2399_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2399_BL/2399_BL_R2.fastq.gz
JustinHN_2410_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2410_BL/2410_BL_R1.fastq.gz
JustinHN_2410_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2410_BL/2410_BL_R2.fastq.gz
JustinHN_2412_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2412_BL/2412_BL_R1.fastq.gz
JustinHN_2412_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2412_BL/2412_BL_R2.fastq.gz
JustinHN_2421_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2421_BL/2421_BL_R1.fastq.gz
JustinHN_2421_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2421_BL/2421_BL_R2.fastq.gz
JustinHN_2422_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2422_BL/2422_BL_R1.fastq.gz
JustinHN_2422_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2422_BL/2422_BL_R2.fastq.gz
JustinHN_2423_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2423_BL/2423_BL_R1.fastq.gz
JustinHN_2423_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2423_BL/2423_BL_R2.fastq.gz
JustinHN_2447_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2447_BL/2447_BL_R1.fastq.gz
JustinHN_2447_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2447_BL/2447_BL_R2.fastq.gz
JustinHN_2451_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2451_BL/2451_BL_R1.fastq.gz
JustinHN_2451_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2451_BL/2451_BL_R2.fastq.gz
JustinHN_2456_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2456_BL/2456_BL_R1.fastq.gz
JustinHN_2456_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2456_BL/2456_BL_R2.fastq.gz
JustinHN_2464_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2464_BL/2464_BL_R1.fastq.gz
JustinHN_2464_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2464_BL/2464_BL_R2.fastq.gz
JustinHN_2469_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2469_BL/2469_BL_R1.fastq.gz
JustinHN_2469_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2469_BL/2469_BL_R2.fastq.gz
JustinHN_2470_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2470_BL/2470_BL_R1.fastq.gz
JustinHN_2470_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2470_BL/2470_BL_R2.fastq.gz
JustinHN_2473_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2473_BL/2473_BL_R1.fastq.gz
JustinHN_2473_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2473_BL/2473_BL_R2.fastq.gz
JustinHN_2486_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2486_BL/2486_BL_R1.fastq.gz
JustinHN_2486_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2486_BL/2486_BL_R2.fastq.gz
JustinHN_2487_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2487_BL/2487_BL_R1.fastq.gz
JustinHN_2487_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2487_BL/2487_BL_R2.fastq.gz
JustinHN_2496_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2496_BL/2496_BL_R1.fastq.gz
JustinHN_2496_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2496_BL/2496_BL_R2.fastq.gz
JustinHN_2535_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2535_BL/2535_BL_R1.fastq.gz
JustinHN_2535_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2535_BL/2535_BL_R2.fastq.gz
JustinHN_2538_HN_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2538_BL/2538_BL_R1.fastq.gz
JustinHN_2538_HN_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2538_BL/2538_BL_R2.fastq.gz
JustinHN_0138_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/0138_Norm/0138_Norm_R1.fastq.gz
JustinHN_0138_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/0138_Norm/0138_Norm_R2.fastq.gz
JustinHN_0156_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/0156_Norm/0156_Norm_R1.fastq.gz
JustinHN_0156_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/0156_Norm/0156_Norm_R2.fastq.gz
JustinHN_0668_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/0668_Norm/0668_Norm_R1.fastq.gz
JustinHN_0668_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/0668_Norm/0668_Norm_R2.fastq.gz
JustinHN_1089_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/1089_Norm/1089_Norm_R1.fastq.gz
JustinHN_1089_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/1089_Norm/1089_Norm_R2.fastq.gz
JustinHN_1577_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/1577_Norm/1577_Norm_R1.fastq.gz
JustinHN_1577_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/1577_Norm/1577_Norm_R2.fastq.gz
JustinHN_2136_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2136_Norm/2136_Norm_R1.fastq.gz
JustinHN_2136_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2136_Norm/2136_Norm_R2.fastq.gz
JustinHN_2624_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2624_Norm/2624_Norm_R1.fastq.gz
JustinHN_2624_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/2624_Norm/2624_Norm_R2.fastq.gz
JustinHN_3267_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3267_Norm/3267_Norm_R1.fastq.gz
JustinHN_3267_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3267_Norm/3267_Norm_R2.fastq.gz
JustinHN_3271_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3271_Norm/3271_Norm_R1.fastq.gz
JustinHN_3271_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3271_Norm/3271_Norm_R2.fastq.gz
JustinHN_3516_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3516_Norm/3516_Norm_R1.fastq.gz
JustinHN_3516_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3516_Norm/3516_Norm_R2.fastq.gz
JustinHN_3598_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3598_Norm/3598_Norm_R1.fastq.gz
JustinHN_3598_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3598_Norm/3598_Norm_R2.fastq.gz
JustinHN_3791_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3791_Norm/3791_Norm_R1.fastq.gz
JustinHN_3791_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3791_Norm/3791_Norm_R2.fastq.gz
JustinHN_3859_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3859_Norm/3859_Norm_R1.fastq.gz
JustinHN_3859_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3859_Norm/3859_Norm_R2.fastq.gz
JustinHN_3887_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3887_Norm/3887_Norm_R1.fastq.gz
JustinHN_3887_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3887_Norm/3887_Norm_R2.fastq.gz
JustinHN_3888_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3888_Norm/3888_Norm_R1.fastq.gz
JustinHN_3888_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/3888_Norm/3888_Norm_R2.fastq.gz
JustinHN_4147_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4147_Norm/4147_Norm_R1.fastq.gz
JustinHN_4147_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4147_Norm/4147_Norm_R2.fastq.gz
JustinHN_4299_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4299_Norm/4299_Norm_R1.fastq.gz
JustinHN_4299_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4299_Norm/4299_Norm_R2.fastq.gz
JustinHN_4427_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4427_Norm/4427_Norm_R1.fastq.gz
JustinHN_4427_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4427_Norm/4427_Norm_R2.fastq.gz
JustinHN_4518_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4518_Norm/4518_Norm_R1.fastq.gz
JustinHN_4518_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4518_Norm/4518_Norm_R2.fastq.gz
JustinHN_4623_Norm_cfDNA,1,1,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4623_Norm/4623_Norm_R1.fastq.gz
JustinHN_4623_Norm_cfDNA,1,2,/cluster/projects/scottgroup/people/althaf/data/Justin_HN_Norm_cfDNA_PBL/Samples/4623_Norm/4623_Norm_R2.fastq.gz